ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
124,25-34,F,University degree,UK,White,38,35,41,43,43,7,6,CL5,CL1,CL0,CL0,CL6,CL3,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1
125,45-54,M,Left school at 16 years,UK,White,32,52,46,46,46,3,5,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
126,55-64,M,University degree,UK,White,31,48,47,44,49,5,7,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
127,45-54,M,University degree,UK,White,25,44,36,40,42,3,3,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
128,45-54,F,Left school at 17 years,UK,White,32,34,38,45,48,1,0,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
129,35-44,M,Doctorate degree,UK,Asian,36,44,45,44,44,3,2,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
130,45-54,F,Masters degree,UK,White,28,46,36,49,45,4,7,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
131,45-54,F,Left school at 16 years,UK,White,45,42,34,46,55,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
132,45-54,F,Left school at 16 years,UK,Other,22,39,35,57,46,1,0,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
133,35-44,F,Left school at 18 years,Republic of Ireland,White,33,36,40,42,44,1,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
134,35-44,M,Masters degree,UK,White,35,41,46,42,43,5,7,CL5,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
135,25-34,F,Masters degree,UK,Mixed-White/Asian,60,28,42,47,37,1,7,CL6,CL1,CL0,CL0,CL6,CL1,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
136,35-44,F,Left school at 16 years,UK,White,21,50,40,54,52,5,4,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
137,45-54,F,University degree,UK,White,34,38,32,54,52,7,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
138,45-54,F,University degree,UK,White,25,50,46,48,45,0,2,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
139,55-64,M,University degree,UK,White,31,34,45,45,48,1,2,CL6,CL0,CL0,CL4,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
140,45-54,M,Left school at 16 years,UK,White,35,42,40,49,40,3,5,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
141,25-34,F,University degree,UK,Asian,54,42,55,49,40,2,5,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
142,35-44,F,Left school at 16 years,UK,White,28,44,36,51,46,1,0,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
143,35-44,M,Left school at 17 years,UK,White,31,38,35,45,41,5,7,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
144,35-44,M,Professional certificate/ diploma,UK,Black,21,48,40,51,54,2,4,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
145,45-54,M,Professional certificate/ diploma,Canada,White,37,31,41,35,42,3,8,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
146,45-54,F,University degree,UK,White,31,41,36,56,47,7,7,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
147,55-64,M,Professional certificate/ diploma,UK,White,38,30,43,40,40,4,2,CL6,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
148,35-44,M,Masters degree,UK,Black,30,43,39,44,48,3,4,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
149,35-44,F,Professional certificate/ diploma,UK,White,35,31,26,37,44,1,1,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
150,45-54,F,University degree,UK,White,28,52,39,55,52,3,2,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
151,35-44,F,"Some college or university, no certificate or degree",UK,White,33,48,45,47,49,4,6,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
152,35-44,F,University degree,UK,White,41,27,31,46,34,2,3,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
153,25-34,F,University degree,UK,White,31,28,39,39,37,0,1,CL5,CL0,CL1,CL2,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL5,CL0,CL0
154,25-34,M,University degree,UK,White,29,46,32,48,47,3,4,CL6,CL0,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
155,18-24,F,"Some college or university, no certificate or degree",UK,White,59,29,50,40,46,3,8,CL5,CL0,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
156,35-44,F,University degree,UK,Black,42,29,35,45,40,2,3,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
157,35-44,F,"Some college or university, no certificate or degree",UK,White,48,40,42,50,43,4,4,CL5,CL2,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
158,25-34,M,Left school at 16 years,UK,White,26,47,31,40,47,3,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
159,35-44,F,University degree,Australia,White,33,41,42,41,45,6,9,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
160,45-54,F,"Some college or university, no certificate or degree",UK,Black,31,36,40,44,44,3,2,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
161,45-54,M,Masters degree,Other,White,46,45,47,42,44,3,7,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
162,35-44,M,University degree,UK,Black,29,42,38,54,39,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
163,25-34,F,University degree,New Zealand,White,38,40,43,53,48,1,5,CL3,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
164,25-34,F,"Some college or university, no certificate or degree",UK,White,53,40,42,49,43,3,3,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
165,25-34,F,Doctorate degree,UK,White,37,42,33,52,49,1,4,CL3,CL1,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
166,45-54,M,Masters degree,UK,White,33,38,42,40,52,1,3,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
167,18-24,M,"Some college or university, no certificate or degree",UK,White,50,30,50,19,26,6,6,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL3,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL3
168,25-34,F,Professional certificate/ diploma,UK,Black,36,40,37,40,48,5,4,CL2,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
169,25-34,F,University degree,UK,White,38,48,35,41,32,5,7,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
170,18-24,F,Left school at 18 years,UK,White,32,40,34,47,41,2,7,CL5,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
171,45-54,M,Left school at 16 years,UK,White,49,38,42,44,41,6,7,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
172,35-44,M,Masters degree,UK,White,32,46,58,48,36,7,10,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
173,45-54,F,Professional certificate/ diploma,UK,White,41,36,41,40,47,4,2,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
174,35-44,F,University degree,UK,White,46,44,54,44,44,5,7,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
175,35-44,F,Professional certificate/ diploma,UK,White,46,36,28,48,29,6,6,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
176,55-64,F,University degree,UK,White,42,40,47,51,43,4,6,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
177,35-44,F,University degree,UK,Other,34,36,38,35,38,1,2,CL3,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
178,35-44,F,University degree,UK,White,50,40,35,37,49,2,4,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
179,45-54,F,University degree,UK,White,44,32,41,48,41,4,5,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
180,35-44,F,Professional certificate/ diploma,UK,White,40,39,37,50,37,1,2,CL5,CL1,CL0,CL0,CL6,CL2,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
181,45-54,F,Professional certificate/ diploma,UK,White,39,44,33,45,48,4,6,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
182,25-34,M,Doctorate degree,UK,White,24,37,42,47,48,2,2,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
183,35-44,F,"Some college or university, no certificate or degree",UK,White,39,45,42,51,47,1,2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
184,18-24,F,University degree,UK,White,54,37,46,38,48,2,7,CL6,CL3,CL0,CL0,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL3,CL0,CL0,CL0,CL6,CL0,CL6
185,55-64,M,Left school at 18 years,UK,White,36,34,37,47,44,1,2,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
186,35-44,F,University degree,Canada,White,39,44,44,48,41,3,4,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
187,35-44,F,Masters degree,UK,White,29,49,45,45,53,1,1,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
188,55-64,F,Left school at 16 years,UK,White,28,34,30,50,46,1,1,CL4,CL0,CL0,CL0,CL3,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
189,45-54,F,Left school at 16 years,UK,White,40,29,29,47,40,1,0,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
190,18-24,F,Masters degree,UK,White,32,40,41,44,47,2,3,CL5,CL0,CL0,CL0,CL5,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
191,55-64,F,Professional certificate/ diploma,UK,White,23,40,38,47,40,2,1,CL5,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
192,18-24,M,University degree,UK,Mixed-White/Asian,32,48,36,47,38,5,6,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
193,25-34,F,Professional certificate/ diploma,Canada,White,28,38,43,45,38,6,6,CL5,CL1,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
194,45-54,F,University degree,UK,White,39,31,41,44,43,1,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
195,25-34,F,University degree,Canada,Mixed-White/Asian,27,48,44,43,45,2,2,CL3,CL0,CL0,CL0,CL4,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
196,55-64,F,University degree,UK,White,42,42,50,41,48,5,6,CL5,CL1,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
197,18-24,M,University degree,UK,Black,30,42,40,51,34,4,2,CL4,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
198,55-64,F,University degree,UK,White,32,43,39,37,38,2,3,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
199,25-34,F,Professional certificate/ diploma,UK,White,35,43,48,48,42,8,9,CL6,CL5,CL5,CL2,CL5,CL6,CL6,CL5,CL0,CL3,CL2,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL1
200,45-54,F,Professional certificate/ diploma,UK,White,31,54,50,54,50,5,6,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
201,18-24,F,University degree,UK,White,30,41,38,50,51,5,9,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
202,35-44,M,Masters degree,UK,Other,34,32,40,30,50,2,3,CL5,CL3,CL3,CL2,CL6,CL2,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL2,CL0,CL2,CL4,CL0,CL0
203,35-44,F,University degree,UK,White,29,48,41,49,49,4,3,CL6,CL0,CL0,CL3,CL6,CL1,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
204,65+,M,Left school before 16 years,UK,White,22,31,27,37,37,1,0,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
205,25-34,F,University degree,UK,White,34,46,54,43,44,3,7,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL4,CL0,CL2
206,35-44,F,Left school at 16 years,UK,White,34,47,46,37,33,8,7,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
207,18-24,F,University degree,UK,White,35,48,48,44,45,6,6,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
208,35-44,F,Professional certificate/ diploma,UK,White,29,43,40,47,41,3,7,CL5,CL1,CL4,CL1,CL6,CL6,CL3,CL2,CL0,CL1,CL0,CL1,CL3,CL1,CL0,CL1,CL6,CL0,CL1
209,35-44,F,University degree,UK,White,37,40,43,41,42,5,9,CL4,CL1,CL1,CL0,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL3,CL6,CL0,CL0
210,25-34,M,Masters degree,UK,Asian,23,43,53,40,49,1,3,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
211,25-34,F,"Some college or university, no certificate or degree",UK,White,43,41,34,43,31,8,8,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
212,45-54,F,Left school at 16 years,UK,White,29,36,36,50,48,1,0,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
213,25-34,F,Professional certificate/ diploma,UK,White,37,44,38,54,46,3,2,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
214,45-54,F,Professional certificate/ diploma,Republic of Ireland,White,41,39,35,49,43,1,1,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
215,25-34,F,Professional certificate/ diploma,UK,White,34,47,47,51,50,4,9,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
216,25-34,F,University degree,Canada,White,51,38,39,50,39,4,6,CL5,CL2,CL0,CL0,CL6,CL4,CL4,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
217,25-34,F,Professional certificate/ diploma,UK,White,38,47,46,52,42,6,8,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0
218,35-44,M,Professional certificate/ diploma,UK,White,48,45,47,52,28,8,8,CL2,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL1,CL0,CL6,CL0,CL1
219,25-34,F,Masters degree,Other,White,39,47,38,36,47,3,4,CL4,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
220,35-44,F,"Some college or university, no certificate or degree",UK,White,32,36,45,50,44,1,3,CL6,CL1,CL1,CL1,CL4,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
221,18-24,F,University degree,UK,White,44,38,46,43,43,4,6,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
222,25-34,F,University degree,UK,White,34,43,41,38,48,5,4,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
223,35-44,F,University degree,UK,White,33,44,50,50,44,7,9,CL6,CL2,CL0,CL0,CL5,CL2,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL2,CL0,CL0
224,55-64,M,University degree,UK,White,25,47,42,50,48,3,6,CL1,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
225,45-54,F,University degree,UK,White,31,49,46,46,47,3,5,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
226,35-44,F,University degree,UK,White,24,44,52,40,44,1,1,CL6,CL1,CL0,CL0,CL6,CL0,CL5,CL3,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
227,45-54,F,University degree,UK,White,31,43,39,52,51,3,3,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
228,18-24,M,"Some college or university, no certificate or degree",UK,White,38,46,37,39,46,7,7,CL5,CL0,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
229,45-54,M,Masters degree,UK,White,29,42,44,38,41,4,6,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL0,CL0
230,45-54,F,University degree,UK,White,26,49,45,49,52,1,0,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
231,35-44,F,Professional certificate/ diploma,UK,White,46,22,31,47,45,1,1,CL5,CL0,CL0,CL2,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
232,65+,F,Masters degree,UK,White,37,31,41,40,44,3,1,CL6,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
233,25-34,F,University degree,UK,White,36,48,44,44,47,5,8,CL5,CL1,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
234,45-54,M,University degree,UK,White,29,45,34,49,44,5,7,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
235,25-34,F,University degree,UK,White,40,46,44,37,52,4,7,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
236,25-34,F,Professional certificate/ diploma,UK,White,36,46,35,56,54,1,0,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
237,25-34,F,Masters degree,UK,White,50,42,43,46,45,4,5,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
238,25-34,F,Left school at 16 years,UK,White,45,39,28,45,50,1,0,CL5,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
239,18-24,F,Left school at 18 years,UK,White,41,39,39,39,44,3,5,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
240,45-54,F,Professional certificate/ diploma,UK,White,20,44,50,53,44,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
241,35-44,F,Masters degree,UK,White,42,30,44,53,56,1,3,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
242,25-34,F,Left school at 18 years,Other,White,55,30,38,48,33,4,2,CL5,CL0,CL0,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
243,18-24,F,"Some college or university, no certificate or degree",UK,White,50,28,24,48,34,1,1,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3
244,25-34,F,University degree,UK,White,30,47,50,49,48,1,5,CL5,CL3,CL1,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL5,CL0,CL1
245,35-44,M,University degree,UK,White,54,28,43,50,19,2,4,CL5,CL0,CL0,CL3,CL6,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
246,25-34,F,"Some college or university, no certificate or degree",UK,White,33,32,32,28,30,0,1,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
247,25-34,F,Professional certificate/ diploma,UK,White,49,35,35,46,37,3,3,CL5,CL0,CL0,CL2,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
